Substation Long Name,Substation Name,Unit Name,Unit Short Name,Node Name,Node/Unit ID,Zone ID,Reserve ID,RSP Area,Dispatch Zone,DRRAZ ID,Latitude,Longitude
DEVON,DEVON,DEVON 11,DV11,UN.DEVON   13.2DV11,397,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 12,DV12,UN.DEVON   13.2DV12,398,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 13,DV13,UN.DEVON   13.2DV13,399,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 14,DV14,UN.DEVON   13.2DV14,400,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 15,DV15,UN.DEVON   13.2DV15,12504,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 16,DV16,UN.DEVON   13.2DV16,17044,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 17,DV17,UN.DEVON   13.2DV17,17045,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEVON,DEVON,DEVON 18,DV18,UN.DEVON   13.2DV18,17046,4004,7001,SWCT,Western CT,7603,41.208111,-73.106889
DEWAR STREET,DEWAR_ST,,,LD.DEWAR_ST13.8110A LD,4827,4008,7003,BOSTON,Boston,7608,42.3086,-71.0555
DEWAR STREET,DEWAR_ST,,,LD.DEWAR_ST13.8110B LD,4829,4008,7003,BOSTON,Boston,7608,42.3086,-71.0555
DEXTER,DEXTER,DEXTER 1,DX1A,UN.DEXTER  13.8DX1A,42375,4004,7002,CT,Northern CT,7601,41.922387,-72.625379
DEXTER,DEXTER,DEXTER 2,DX1B,UN.DEXTER  13.8DX1B,42376,4004,7002,CT,Northern CT,7601,41.922387,-72.625379
DEXTER,DEXTER,,,LD.DEXTER  13.8,17280,4004,7002,CT,Northern CT,7601,41.922387,-72.625379
DEXTER EUA,DEXTR_RI,,,LD.DEXTR_RI13.8,10474,4005,7000,SEMA,Rhode Island,7619,41.601817,-71.255393
DIGHTON,DIGHTON,,,LD.DIGHTON 13.8,4212,4006,7000,SEMA,SEMA,7613,41.816237,-71.136094
DIGHTON,DIGHTON,DIGHTON POWER LLC,DIGH,UN.DIGHTON 115 DIGH,1005,4006,7000,SEMA,SEMA,7613,41.816237,-71.136094
DOOLEY,DOOLEY,,,LD.DOOLEY  13.2,4547,4004,7002,CT,Western CT,7604,41.511341,-72.672415
DOREEN,DOREEN,,,LD.DOREEN  23,4501,4007,7000,WMA,Western MA,7618,42.443886,-73.206102
DOVER,DOVER,,,LD.DOVER   34.5,4417,4002,7000,NH,New Hampshire,7610,43.198333,-70.864
DOVER,DOVER_BE,,,LD.DOVER_BE13.8,4120,4008,7003,BOSTON,Boston,7608,42.2034,-71.254
DRAGON CEMENT,DRAGONCT,,,LD.DRAGONCT115,4831,4001,7000,ME,Maine,7606,44.083857,-69.158383
DRUMROCK,DRUMROCK,,,LD.DRUMROCK115 23_LD,4280,4005,7000,RI,Rhode Island,7619,41.696685,-71.472958
DUPONT,DUPONT,,,LD.DUPONT  13.8,4206,4006,7000,SEMA,SEMA,7613,42.075411,-71.004349
DUXBURY,DUXBURY,,,LD.DUXBURY 23,4236,4006,7000,SEMA,Lower SEMA,7612,42.054,-70.7223
EASTON,EASTON,,,LD.EASTON  13.8,4199,4006,7000,SEMA,SEMA,7613,42.030259,-71.115301
EAST AVENUE,EAST_AVE,,,LD.EAST_AVE13.8,4453,4003,7000,VT,Northwest Vermont,7614,44.480794,-73.18841
EAST AVENUE,EAST_AVE,J C MCNEIL,MCNL,UN.EAST_AVE34.5MCNL,474,4003,7000,VT,Northwest Vermont,7614,44.480794,-73.18841
EAST AVENUE,EAST_AVE,WINOOSKI 1,WINO,UN.EAST_AVE13.8WINO,622,4003,7000,VT,Northwest Vermont,7614,44.480794,-73.18841
EAST AVENUE,EAST_AVE,,,LD.EAST_AVE34.5,17147,4003,7000,VT,Northwest Vermont,7614,44.480794,-73.18841
EDDY,EDDY,,,LD.EDDY    34.5,4396,4002,7000,NH,New Hampshire,7610,43.00317,-71.473301
EDDY,EDDY,AMOSKEAG,AMOS,UN.EDDY    34.5AMOS,327,4002,7000,NH,New Hampshire,7610,43.00317,-71.473301
EDGAR,EDGAR,FORE RIVER 11,ED1A,UN.EDGAR   18.0ED1A,40327,4006,7000,SEMA,SEMA,7613,42.240587,-70.964997
EDGAR,EDGAR,FORE RIVER 12,ED1B,UN.EDGAR   18.0ED1B,40328,4006,7000,SEMA,SEMA,7613,42.240587,-70.964997
ELECTRIC AVENUE,ELECTRIC,,,LD.ELECTRIC13.8,48080,4008,7003,BOSTON,Boston,7608,42.3571,-71.1546
ELLIS AVENUE,ELLIS_AV,,,LD.ELLIS_AV14.4,10556,4006,7000,SEMA,SEMA,7613,42.2063,-71.1857
ELLSWORTH,ELLSWRTH,ELLSWORTH HYDRO,ELLS,UN.ELLSWRTH34.5ELLS,405,4001,7000,BHE,Bangor Hydro,7605,44.543655,-68.430748
ELLSWORTH,ELLSWRTH,,,LD.ELLSWRTH34.5,4631,4001,7000,BHE,Bangor Hydro,7605,44.543655,-68.430748
ELM,ELM,,,LD.ELM     23,4520,4007,7000,WMA,Springfield MA,7617,42.127483,-72.744378
ELM STREET,ELM_ST,,,LD.ELM_ST  34.5,4178,4001,7000,SME,Portland Maine,7607,43.786536,-70.199093
ELM STREET,ELM_ST,,,LD.ELM_ST  12.5,46678,4001,7000,SME,Portland Maine,7607,43.786536,-70.199093
ELM WEST,ELM_WEST,,,LD.ELM_WEST13.8,4429,4004,7001,SWCT,Western CT,7603,41.275855,-72.954382
EMBDEN,EMBDEN,,,LD.EMBDEN  12.5,46734,4001,7000,ME,Maine,7606,44.9583,-69.8853
ENFIELD,ENFIELD,,,LD.ENFIELD 27.6,4540,4004,7002,CT,Northern CT,7601,41.936513,-72.614125
ENFIELD,ENFIELD,,,LD.ENFIELD 23,47076,4004,7002,CT,Northern CT,7601,41.936513,-72.614125
ENFIELD MAINE,ENFLD_ME,"NERP WEST ENFIELD, LLC",IND5,UN.ENFLD_ME115 IND5,445,4001,7000,BHE,Bangor Hydro,7605,45.24575,-68.601833
ESSEX,ESSEX,,,LD.ESSEX   34.5,4451,4003,7000,VT,Northwest Vermont,7614,44.481282,-73.11332
ESSEX,ESSEX,GORGE 1 DIESEL,GORD,UN.ESSEX   34.5GORD,426,4003,7000,VT,Northwest Vermont,7614,44.481282,-73.11332
ESSEX,ESSEX,ESSEX DIESELS,ESSD,UN.ESSEX   34.5ESSD,1221,4003,7000,VT,Northwest Vermont,7614,44.481282,-73.11332
ESSEX,ESSEX,ESSEX 19 HYDRO,ESSH,UN.ESSEX   34.5ESSH,410,4003,7000,VT,Northwest Vermont,7614,44.481282,-73.11332
EVERETT,EVERETT,,,LD.EVERETT 23,4335,4008,7003,BOSTON,Boston,7608,42.414697,-71.071919
EVERETT,EVERETT,,,LD.EVERETT 13.8,47733,4008,7003,BOSTON,Boston,7608,42.414697,-71.071919
EAST BEVERLY,E_BEVRLY,,,LD.E_BEVRLY34.5T10 LD,4833,4008,7003,BOSTON,North Shore,7609,42.56431,-70.849784
EAST BEVERLY,E_BEVRLY,,,LD.E_BEVRLY34.5T20 LD,4834,4008,7003,BOSTON,North Shore,7609,42.56431,-70.849784
EAST BEVERLY,E_BEVRLY,,,LD.E_BEVRLY23  T1 LD,46723,4008,7003,BOSTON,North Shore,7609,42.56431,-70.849784
EAST BEVERLY,E_BEVRLY,,,LD.E_BEVRLY23  T2 LD,46754,4008,7003,BOSTON,North Shore,7609,42.56431,-70.849784
EAST BRIDGEWATER,E_BRGWTR,,,LD.E_BRGWTR13.8,4210,4006,7000,SEMA,SEMA,7613,42.023805,-70.96649
EAST CAMBRIDGE,E_CAMBRG,,,LD.E_CAMBRG13.8,11136,4008,7003,BOSTON,Boston,7608,42.36294,-71.080518
EAST DRACUT,E_DRACUT,,,LD.E_DRACUT13.2,4356,4007,7000,CMA/NEMA,Central MA,7616,42.66942,-71.252338
EAST FAIRFAX,E_FAIRFX,,,LD.E_FAIRFX34.5,4450,4003,7000,VT,Northwest Vermont,7614,44.636573,-72.93121
EAST FAIRFAX,E_FAIRFX,GMCW,GMTW,UN.E_FAIRFX34.5GMTW,35555,4003,7000,VT,Northwest Vermont,7614,44.636573,-72.93121
EAST FAIRFAX,E_FAIRFX,LOWER LAMOILLE COMPOSITE,LLAM,UN.E_FAIRFX34.5LLAM,774,4003,7000,VT,Northwest Vermont,7614,44.636573,-72.93121
EAST HARTFORD,E_HARTFR,,,LD.E_HARTFR23,4536,4004,7002,CT,Northern CT,7601,41.769375,-72.61676
EAST HOLBROOK,E_HOLBRK,,,LD.E_HOLBRK23  T1 LD,4837,4006,7000,SEMA,SEMA,7613,42.164692,-70.97948
EAST HOLBROOK,E_HOLBRK,,,LD.E_HOLBRK23  T2 LD,4838,4006,7000,SEMA,SEMA,7613,42.164692,-70.97948
EAST MAIN STREET,E_MAIN_S,,,LD.E_MAIN_S13.8,4271,4007,7000,CMA/NEMA,Central MA,7616,42.288699,-71.594617
EAST MERIDEN,E_MERDEN,,,LD.E_MERDEN13.8,4575,4004,7002,CT,Western CT,7604,41.510167,-72.752229
EAST METHUEN,E_METHUE,,,LD.E_METHUE13.2,4351,4008,7003,BOSTON,North Shore,7609,42.744582,-71.167116
EAST NEW BRITAIN,E_NBRITN,,,LD.E_NBRITN13.8,4543,4004,7002,CT,Western CT,7604,41.670152,-72.753868
EAST SHORE,E_SHORE,,,LD.E_SHORE 13.8,4421,4004,7002,CT,Western CT,7604,41.288289,-72.904739
EAST SHORE,E_SHORE,NEW HAVEN HARBOR,NHHB,UN.E_SHORE 22  NHHB,513,4004,7002,CT,Western CT,7604,41.288289,-72.904739
EAST SHORE,E_SHORE,NEW HAVEN HARBOR UNIT 2,NHP2,UN.E_SHORE 13.8NHP2,15477,4004,7002,CT,Western CT,7604,41.288289,-72.904739
EAST SHORE,E_SHORE,NEW HAVEN HARBOR UNIT 3,NHP3,UN.E_SHORE 13.8NHP3,40052,4004,7002,CT,Western CT,7604,41.288289,-72.904739
EAST SHORE,E_SHORE,NEW HAVEN HARBOR UNIT 4,NHP4,UN.E_SHORE 13.8NHP4,40053,4004,7002,CT,Western CT,7604,41.288289,-72.904739
EAST SPRINGFIELD,E_SPRFLD,,,LD.E_SPRFLD13.8,4526,4007,7000,WMA,Springfield MA,7617,42.143106,-72.551285
EAST TEWKSBURY,E_TEWKS,,,LD.E_TEWKS 13.2,4333,4008,7003,BOSTON,North Shore,7609,42.615492,-71.189802
EAST WEYMOUTH,E_WEYMTH,,,LD.E_WEYMTH23  T1 LD,4839,4006,7000,SEMA,SEMA,7613,42.220118,-70.920455
EAST WEYMOUTH,E_WEYMTH,,,LD.E_WEYMTH23  T2 LD,4840,4006,7000,SEMA,SEMA,7613,42.220118,-70.920455
EAST WINCHENDON,E_WINCHD,,,LD.E_WINCHD13.8,4329,4007,7000,WMA,Western MA,7618,42.672653,-72.021604
FALMOUTH,FALMOUTH,OAK BLUFFS,OAKB,UN.FALMOUTH25  OAKB,1030,4006,7000,SEMA,Lower SEMA,7612,41.5634,-70.6121
FALMOUTH,FALMOUTH,WEST TISBURY,WTIS,UN.FALMOUTH25  WTIS,1031,4006,7000,SEMA,Lower SEMA,7612,41.5634,-70.6121
FALMOUTH,FALMOUTH,,,LD.FALMOUTH25,16248,4006,7000,SEMA,Lower SEMA,7612,41.5634,-70.6121
FALLS VILLAGE,FALSVL,,,LD.FALSVL  69,4616,4004,7002,CT,Western CT,7604,41.956424,-73.369054
FALLS VILLAGE,FALSVL,FALLS VILLAGE,FALS,UN.FALSVL  69  FALS,412,4004,7002,CT,Western CT,7604,41.956424,-73.369054
FARNUM,FARNUM,,,LD.FARNUM  23,4221,4005,7000,RI,Rhode Island,7619,41.98011,-71.521372
FIELD STREET,FIELD_ST,,,LD.FIELD_ST23  517-532,4841,4006,7000,SEMA,SEMA,7613,42.254165,-70.992156
FIELD STREET,FIELD_ST,,,LD.FIELD_ST23  517-533,4842,4006,7000,SEMA,SEMA,7613,42.254165,-70.992156
FIELD STREET,FIELD_ST,,,LD.FIELD_ST13.8517-533,47661,4006,7000,SEMA,SEMA,7613,42.254165,-70.992156
FIELD STREET,FIELD_ST,,,LD.FIELD_ST13.8517-532,47948,4006,7000,SEMA,SEMA,7613,42.254165,-70.992156
FISHER ROAD,FISHR_RD,,,LD.FISHR_RD13.2,4244,4006,7000,SEMA,Lower SEMA,7612,41.592213,-71.031635
FITCH,FITCH,,,LD.FITCH   27.6,43591,4004,7001,NOR,Norwalk - Stamford,7602,41.1049,-73.4036
FITCH ROAD,FITCH_RD,,,LD.FITCH_RD69,4361,4007,7000,CMA/NEMA,Central MA,7616,42.419861,-71.700768
FLAGG POND,FLAGG_PD,,,LD.FLAGG_PD69,4222,4007,7000,WMA,Western MA,7618,42.550614,-71.843784
FLAGG POND,FLAGG_PD,"NERP FITCHBURG, LLC",PINE,UN.FLAGG_PD13.8PINE,538,4007,7000,WMA,Western MA,7618,42.550614,-71.843784
FLANDERS,FLANDERS,,,LD.FLANDERS23,4845,4004,7002,CT,Eastern CT,7600,41.361663,-72.210318
FLAX HILL,FLAX_HL,,,LD.FLAX_HL 13.8,4610,4004,7001,NOR,Norwalk - Stamford,7602,41.093612,-73.442168
FLAX HILL,FLAX_HL,,,LD.FLAX_HL 27.6,16328,4004,7001,NOR,Norwalk - Stamford,7602,41.093612,-73.442168
FLORENCE,FLORENCE,,,LD.FLORENCE13.8,4312,4007,7000,WMA,Springfield MA,7617,42.330179,-72.683101
FORESTVILLE,FORESTVL,,,LD.FORESTVL13.8,4572,4004,7002,CT,Western CT,7604,41.663605,-72.895721
FORESTVILLE,FORESTVL,BRISTOL REFUSE,BRF,UN.FORESTVL13.8BRF,356,4004,7002,CT,Western CT,7604,41.663605,-72.895721
FRAMINGHAM,FRAMNGHM,,,LD.FRAMNGHM13.8,4088,4008,7003,BOSTON,Boston,7608,42.268282,-71.398317
FRAMINGHAM,FRAMNGHM,FRAMINGHAM JET 1,FMJ1,UN.FRAMNGHM13.8FMJ1,417,4008,7003,BOSTON,Boston,7608,42.268282,-71.398317
FRAMINGHAM,FRAMNGHM,FRAMINGHAM JET 2,FMJ2,UN.FRAMNGHM13.8FMJ2,418,4008,7003,BOSTON,Boston,7608,42.268282,-71.398317
FRAMINGHAM,FRAMNGHM,FRAMINGHAM JET 3,FMJ3,UN.FRAMNGHM13.8FMJ3,419,4008,7003,BOSTON,Boston,7608,42.268282,-71.398317
FREIGHT,FREIGHT,,,LD.FREIGHT 13.8,4581,4004,7001,SWCT,Western CT,7603,41.554855,-73.053229
FRENCH KING,FRENCHKG,,,LD.FRENCHKG13.8,4511,4007,7000,WMA,Western MA,7618,42.611222,-72.468266
FORE RIVER MAINE,FRIVR_ME,,,LD.FRIVR_ME12.5,10846,4001,7000,SME,Portland Maine,7607,43.654347,-70.292566
FARMINGTON,FRMNGTON,,,LD.FRMNGTON23,4542,4004,7002,CT,Western CT,7604,41.741559,-72.793349
FRANCONIA,FRNCONIA,,,LD.FRNCONIA13.8,4531,4007,7000,WMA,Springfield MA,7617,42.055279,-72.535929
FRANKLIN DRIVE,FRNKLNDR,,,LD.FRNKLNDR13.2,4567,4004,7002,CT,Western CT,7604,41.799557,-73.116562
FRANKLIN DRIVE,FRNKLNDR,FRANKLIN DRIVE 10,FRDR,UN.FRNKLNDR13.2FRDR,420,4004,7002,CT,Western CT,7604,41.799557,-73.116562
FRANKLIN SQUARE,FRNKLNSQ,,,LD.FRNKLNSQ12.5,10813,4005,7000,RI,Rhode Island,7619,41.816349,-71.405645
FRANKLIN SQUARE,FRNKLNSQ,,,LD.FRNKLNSQ11.5,4301,4005,7000,RI,Rhode Island,7619,41.816349,-71.405645
FRANKLIN SQUARE,FRNKLNSQ,MANCHESTER 10/10A CC,10CC,UN.FRNKLNSQ13.810CC,321,4005,7000,RI,Rhode Island,7619,41.816349,-71.405645
FRANKLIN SQUARE,FRNKLNSQ,MANCHESTER 11/11A CC,11CC,UN.FRNKLNSQ13.811CC,322,4005,7000,RI,Rhode Island,7619,41.816349,-71.405645
FRANKLIN SQUARE,FRNKLNSQ,MANCHESTER 9/9A CC,9CC,UN.FRNKLNSQ13.89CC,323,4005,7000,RI,Rhode Island,7619,41.816349,-71.405645
FRY BROOK,FRYBROOK,,,LD.FRYBROOK23,4847,4004,7002,CT,Eastern CT,7600,41.670702,-71.921524
GALES FERRY,GALE_FRY,,,LD.GALE_FRY13.8,4495,4004,7002,CT,Eastern CT,7600,41.433775,-72.07937
GARVINS,GARVINS,GARVINS,GARV,UN.GARVINS 34.5GARV,768,4002,7000,NH,New Hampshire,7610,43.1625,-71.508
GARVINS,GARVINS,,,LD.GARVINS 34.5,4395,4002,7000,NH,New Hampshire,7610,43.1625,-71.508
GEORGIA,GEORGIA,,,LD.GEORGIA 34.5,46680,4003,7000,VT,Northwest Vermont,7614,44.7142,-73.1543
GENERAL ELECTRIC,GE_CO_14,,,LD.GE_CO_14115 1X LD,4849,4007,7000,WMA,Western MA,7618,42.455998,-73.218169
GENERAL ELECTRIC,GE_CO_14,,,LD.GE_CO_14115 2X LD,4850,4007,7000,WMA,Western MA,7618,42.455998,-73.218169
GE_RIVER,GE_RIVER,,,LD.GE_RIVER13.8,4337,4008,7003,BOSTON,Boston,7608,42.447204,-70.966377
GLENBROOK,GLENBROK,,,LD.GLENBROK13.2,4602,4004,7001,NOR,Norwalk - Stamford,7602,41.061443,-73.520494
GOLDEN ROCK,GOLDN_RK,,,LD.GOLDN_RK23,10344,4008,7003,BOSTON,North Shore,7609,42.742592,-71.203519
GOLDEN ROCK,GOLDN_RK,,,LD.GOLDN_RK13.2,68257,4008,7003,BOSTON,North Shore,7609,42.742592,-71.203519
GOOSEFARE,GOOSEFAR,,,LD.GOOSEFAR12,39990,4001,7000,SME,Portland Maine,7607,43.5168,-70.4438
GRAFTON,GRAFTON,,,LD.GRAFTON 69,71293,4007,7000,CMA/NEMA,Central MA,7616,42.191645,-71.742922
GRAHAM,GRAHAM,MILFORD HYDRO,MLFH,UN.GRAHAM  46  MLFH,16296,4001,7000,BHE,Bangor Hydro,7605,44.824186,-68.705434
GRAHAM,GRAHAM,MAINE INDEPENDENCE STATION 1,MS1A,UN.GRAHAM  18.0MS1A,40338,4001,7000,BHE,Bangor Hydro,7605,44.824186,-68.705434
GRAHAM,GRAHAM,MAINE INDEPENDENCE STATION 2,MS1B,UN.GRAHAM  18.0MS1B,40339,4001,7000,BHE,Bangor Hydro,7605,44.824186,-68.705434
GRAHAM,GRAHAM,,,LD.GRAHAM  46,4078,4001,7000,BHE,Bangor Hydro,7605,44.824186,-68.705434
GREAT BAY,GREATBAY,,,LD.GREATBAY34.5,10038,4002,7000,NH,Seacoast,7611,43.009167,-70.886833
GREENDALE,GREENDAL,,,LD.GREENDAL13.8,4372,4007,7000,CMA/NEMA,Central MA,7616,42.318134,-71.794372
GREEN HILL,GREEN_HL,,,LD.GREEN_HL23,4553,4004,7002,CT,Western CT,7604,41.319667,-72.596069
GRANITE RIDGE,GR_RIDGE,GRANITE RIDGE ENERGY 1A,GR1A,UN.GR_RIDGE16  GR1A,48120,4002,7000,NH,New Hampshire,7610,42.904778,-71.424
GRANITE RIDGE,GR_RIDGE,GRANITE RIDGE ENERGY 1B,GR1B,UN.GR_RIDGE16  GR1B,48121,4002,7000,NH,New Hampshire,7610,42.904778,-71.424
GUILFORD,GUILFORD,,,LD.GUILFORD34.5,4150,4001,7000,ME,Maine,7606,45.160448,-69.389024
GULF ISLAND,GULFISLD,,,LD.GULFISLD34.5,4162,4001,7000,ME,Maine,7606,44.151201,-70.208445
GULF ISLAND,GULFISLD,GULF ISLAND COMPOSITE,GULF,UN.GULFISLD34.5GULF,328,4001,7000,ME,Maine,7606,44.151201,-70.208445
GUNN,GUNN,,,LD.GUNN    23,4517,4007,7000,WMA,Springfield MA,7617,42.236077,-72.685882
HADDAM,HADDAM,,,LD.HADDAM  23,4551,4004,7002,CT,Western CT,7604,41.460913,-72.476719
HANOVER,HANOVER,,,LD.HANOVER 23  1690 LD,4851,4004,7001,SWCT,Western CT,7603,41.526533,-72.825468
HANOVER,HANOVER,,,LD.HANOVER 23  1355 LD,4852,4004,7001,SWCT,Western CT,7603,41.526533,-72.825468
HANOVER,HANOVER,,,LD.HANOVER 13.81690 LD,47755,4004,7001,SWCT,Western CT,7603,41.526533,-72.825468
HANOVER,HANOVER,,,LD.HANOVER 13.81355 LD,47949,4004,7001,SWCT,Western CT,7603,41.526533,-72.825468
HARRIMAN,HARRIMAN,,,LD.HARRIMAN6.9,4309,4007,7000,WMA,Western MA,7618,42.75829,-72.930003
HARRIMAN,HARRIMAN,HARRIMAN,HARR,UN.HARRIMAN6.9 HARR,435,4007,7000,WMA,Western MA,7618,42.75829,-72.930003
HARRINGTON,HARRINGT,,,LD.HARRINGT34.5,4083,4001,7000,BHE,Bangor Hydro,7605,44.6222,-67.7979
HENDERSONVILLE,HNDRSNVL,,,LD.HNDRSNVL13.8,68505,4008,7003,BOSTON,Boston,7608,42.3996,-71.0657
JEPSON,JEPSON,,,LD.JEPSON  13.8,68506,4005,7000,SEMA,Rhode Island,7619,41.546301,-71.278503
JEPSON,JEPSON,,,LD.JEPSON  69,68507,4005,7000,SEMA,Rhode Island,7619,41.546301,-71.278503
JEPSON,JEPSON,,,LD.JEPSON  23,68508,4005,7000,SEMA,Rhode Island,7619,41.546301,-71.278503
CYRO DRIVE,CYRO_DR,SANFORD SOLAR,SANS,UN.CYRO_DR 34.5SANS,68737,4001,7000,SME,Portland Maine,7607,43.407639,-70.711167
DUNNELL PARK,DUNNL_PK,,,LD.DUNNL_PK13.8,69268,4005,7000,SEMA,Rhode Island,7619,41.86554,-71.36562
CANTERBURY (67F),CANTRBRY,QUINEBAUG SOLAR,QNBS,UN.CANTRBRY34.5QNBS,69801,4004,7002,CT,Eastern CT,7600,41.738509,-71.924976
ROCKINGHAM,ROCKNGHM,,,LD.ROCKNGHM13.2,69922,4008,7003,BOSTON,North Shore,7609,42.77326,-71.22782
FARMINGTON ME,FRMINGTN,FARMINGTON MAINE SOLAR,FRMS,UN.FRMINGTN34.5FRMS,69786,4001,7000,ME,Maine,7606,44.645614,-70.166099
WICKFORD JUNCTION,WICKFORD,DRY BRIDGE SOLAR UNIT 1,DB1S,UN.WICKFORD34.5DB1S,71608,4005,7000,RI,Rhode Island,7619,41.5804,-71.4961
WICKFORD JUNCTION,WICKFORD,DRY BRIDGE SOLAR UNIT 2,DB2S,UN.WICKFORD34.5DB2S,71609,4005,7000,RI,Rhode Island,7619,41.5804,-71.4961
WICKFORD JUNCTION,WICKFORD,DRY BRIDGE SOLAR UNIT 3,DB3S,UN.WICKFORD34.5DB3S,71610,4005,7000,RI,Rhode Island,7619,41.5804,-71.4961
WICKFORD JUNCTION,WICKFORD,DRY BRIDGE SOLAR UNIT 4,DB4S,UN.WICKFORD34.5DB4S,71611,4005,7000,RI,Rhode Island,7619,41.5804,-71.4961
WICKFORD JUNCTION,WICKFORD,EXETER RENEWABLES,EXTS,UN.WICKFORD34.5EXTS,73279,4005,7000,RI,Rhode Island,7619,41.5804,-71.4961
IRON MINE HILL ROAD,IRNMN_HL,IRON MINE SOLAR 1,IM1S,UN.IRNMN_HL34.5IM1S,71308,4005,7000,RI,Rhode Island,7619,41.956554,-71.520386
IRON MINE HILL ROAD,IRNMN_HL,IRON MINE SOLAR 2,IM2S,UN.IRNMN_HL34.5IM2S,71309,4005,7000,RI,Rhode Island,7619,41.956554,-71.520386
IRON MINE HILL ROAD,IRNMN_HL,IRON MINE SOLAR 3,IM3S,UN.IRNMN_HL34.5IM3S,71310,4005,7000,RI,Rhode Island,7619,41.956554,-71.520386
IRON MINE HILL ROAD,IRNMN_HL,IRON MINE SOLAR 4,IM4S,UN.IRNMN_HL34.5IM4S,71311,4005,7000,RI,Rhode Island,7619,41.956554,-71.520386
CLIFTON,CLIFTON,SILVER MAPLE WIND,SLVW,UN.CLIFTON 34.5SLVW,71887,4001,7000,BHE,Bangor Hydro,7605,44.7773,-68.5234
CLIFTON,CLIFTON,PISGAH MOUNTAIN WIND,PSGW,UN.CLIFTON 34.5PSGW,48645,4001,7000,BHE,Bangor Hydro,7605,44.7773,-68.5234
REYNOLDS AVE,RYNLD_AV,,,LD.RYNLD_AV13.2,73546,4006,7000,RI,SEMA,7613,41.885821,-71.195305
INDIAN WELL/DERBY (47P),INDIAN,,,LD.INDIAN  13.8,4441,4004,7001,SWCT,Western CT,7603,41.325705,-73.100079
INDIAN WELL/DERBY (47P),INDIAN,DERBY DAM,DERB,UN.INDIAN  13.8DERB,389,4004,7001,SWCT,Western CT,7603,41.325705,-73.100079
INDIAN WELL/DERBY (47P),INDIAN,DERBY PARK FUEL CELL PLANT,DPFC,UN.INDIAN  13.8DPFC,73813,4004,7001,SWCT,Western CT,7603,41.325705,-73.100079
SNAKE HILL ROAD,SNAKE_HL,,,LD.SNAKE_HL13.2,73808,4007,7000,WMA,Western MA,7618,42.125508,-72.001217
VINEYARD WINDFARM,VNYRDWND,VINEYARD WIND,VINW,UN.VNYRDWND115 VINW,73812,4006,7000,SEMA,Lower SEMA,7612,41.684401,-70.284907
GRAVEL PIT (35E),GRAVLPIT,GRAVEL PIT SOLAR,GRVS,UN.GRAVLPIT34.5GRVS,74351,4004,7002,CT,Northern CT,7601,41.888841,-72.545048
ALBION RD,ALBIONRD,THREE CORNERS SOLAR,TCRS,UN.ALBIONRD34.5TCRS,74357,4001,7000,ME,Maine,7606,44.570789,-69.509292
STAFFORD STREET,STFRD_ST,,,LD.STFRD_ST13.8,74350,4007,7000,WMA,Western MA,7618,42.225029,-71.862108
BALDWIN,BALDWIN,,,LD.BALDWIN 13.8,4809,4004,7001,SWCT,Western CT,7603,41.524233,-73.039899
BARTHOLOMEW STREET,BARTH_ST,,,LD.BARTH_ST115,4339,4008,7003,BOSTON,North Shore,7609,42.509177,-70.974421
BEEBE RIVER,BEEBE,,,LD.BEEBE   34.5,4386,4002,7000,NH,New Hampshire,7610,43.828167,-71.640167
BRANFORD RAILROAD,BRANF_RR,,,LD.BRANF_RR115,4556,4004,7001,SWCT,Western CT,7603,41.284039,-72.85377
BRIDGEPORT HARBOR 5,BPT_5CC,BRIDGEPORT HARBOR CCGT,BHR5,UN.BPT_5CC 25  BHR5,38206,4004,7001,SWCT,Western CT,7603,41.167235,-73.181719
BRIDGEPORT RESCO,BPT_RESC,"WHEELABRATOR BRIDGEPORT, L.P.",BPTR,UN.BPT_RESC13.8BPTR,349,4004,7001,SWCT,Western CT,7603,41.163018,-73.208328
CANTON,CANTN_BE,,,LD.CANTN_BE115,49403,4006,7000,SEMA,SEMA,7613,42.157024,-71.1549
CANTON,CANTN_BE,,,LD.CANTN_BE13.8,4123,4006,7000,SEMA,SEMA,7613,42.157024,-71.1549
CAPE S/S,CAPE,,,LD.CAPE    34.5,4184,4001,7000,SME,Portland Maine,7607,43.642438,-70.255069
CAPE S/S,CAPE,CAPE GT 4,CAP4,UN.CAPE    13.2CAP4,367,4001,7000,SME,Portland Maine,7607,43.642438,-70.255069
CAPE S/S,CAPE,CAPE GT 5,CAP5,UN.CAPE    13.2CAP5,368,4001,7000,SME,Portland Maine,7607,43.642438,-70.255069
CARD,CARD,,,LD.CARD    23,4492,4004,7002,CT,Eastern CT,7600,41.702382,-72.233552
CARD,CARD,,,LD.CARD    69,4493,4004,7002,CT,Eastern CT,7600,41.702382,-72.233552
